term_str,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199
was,0.023280432,-0.13002902,-0.24888873,0.24941015,0.06007723,0.004372216,-0.13015169,0.18183875,0.45384204,0.09225473,0.35139593,-0.102101356,0.19846813,-0.03420682,0.0012124091,-0.19798376,-0.0015606849,-0.024261441,-0.0058516124,-0.2008779,0.0038887612,-0.13466391,-0.2654265,0.0736866,-0.084268495,-0.0023146938,0.09621404,-0.0133034615,-0.5437535,-0.25922978,0.26507375,-0.4983076,0.46040228,-0.467142,-0.16165923,0.23509419,0.3132647,0.5079606,-0.08858662,0.12199491,-0.071729474,0.20651346,-0.16428544,-0.24123274,0.01319658,-0.31013873,-0.247213,0.4029752,0.07479539,0.29332525,0.12911992,-0.3506589,-0.464352,0.13989739,-0.118714616,-0.039874755,0.029745892,0.14213121,-0.022416493,-0.17291862,-0.14512685,0.13630281,0.019961186,-0.25442716,0.113781765,0.106277175,-0.17161651,0.024221692,0.2507907,-0.5905091,0.099683955,0.40896824,-0.11274251,0.20318823,0.38498253,-0.09911365,-0.06291053,-0.21080023,0.15448174,0.21716228,-0.30265504,0.15544508,-0.13964272,-0.54335517,0.15720722,-0.09986778,-0.35575357,0.18478495,-0.015290012,0.28966177,-0.44560754,0.7399125,0.8127864,0.74554867,0.5207864,0.34075803,0.10850008,0.14417045,-0.2346167,-0.045520183,0.06390789,0.20553756,0.2834484,0.49024567,-0.062053684,-0.029128127,0.19691691,0.012572863,-0.46818888,-0.01605392,0.20392081,-0.08237623,0.4222388,-0.26604652,-0.032894276,-0.07135689,0.24327488,-0.28755143,-0.14674732,-0.23130946,-0.17715609,-0.08437438,0.102637224,-0.30512628,0.21645641,0.5138263,0.21954338,0.064238004,0.030737678,0.051793773,0.11043971,-0.084455326,0.7713456,-0.65964323,-0.10948583,-0.22171989,-0.2111397,-0.28573132,-0.34397697,-0.2880564,0.15345046,0.12279512,-0.08481413,0.054527264,0.22628899,-0.28538978,0.011826622,-0.16106771,-0.09547485,0.12015581,0.4558666,0.05426889,-0.00869693,0.033785325,-0.7973088,-0.14414783,-0.13962863,0.4066839,0.1901722,-0.056082223,0.37503034,0.33216238,-0.34002566,0.49177083,-0.20741822,0.36482722,0.33409032,0.20813136,-0.24247578,0.16796395,-0.17115761,0.1693093,0.17514032,-0.14317669,0.4180383,-0.06996727,-0.2606039,0.55160326,-0.0091683045,0.43929812,-0.2785904,0.30613825,-0.2545323,0.11735637,0.20870149,0.29155844,0.55499786,0.0860316,0.5058613,0.060647786,0.6239105,-0.10376612,-0.16517866,-0.22976351,-0.32316422,-0.06413094,0.0049337377,-0.009608829,0.20348912,0.33826953
it,0.23119785,-0.33241257,0.206873,-0.13670942,0.46335018,-0.4251953,0.17879526,0.46693572,-0.14159445,-0.0873062,-0.1889958,-0.33508843,-0.12395032,0.1681419,0.2556973,-0.018468663,-0.35470143,0.09522842,0.48654613,-0.068737246,0.24340615,-0.020929297,-0.052534636,0.24278508,0.018979842,0.18731582,-0.0465567,0.16666296,0.11855362,-0.10720056,0.25938314,0.11339226,0.17831936,0.03440396,0.0863171,0.20258124,-0.0314781,-0.13239087,-0.020887379,-0.3731505,0.15208802,-0.016631719,-0.36064583,0.2939065,-0.14362574,-0.34726015,0.3706235,-0.039275452,-0.0073647136,-0.16055901,0.24618885,-0.12712042,0.18648468,-0.072143055,0.45627695,0.19758797,-0.1707544,0.008748378,-0.113511086,0.3033177,-0.5826534,-0.2772959,0.23551022,0.068397164,-0.49295637,0.07985099,0.10808255,0.4703407,-0.38811764,0.648953,-0.059653245,0.41058338,0.047708258,0.014039584,0.2788853,0.40979373,0.06429112,-0.32634574,-0.22336102,0.16930015,-0.22655517,0.15535142,-0.23278052,0.22269529,-0.21105002,0.07600216,0.46554595,0.15508375,0.033424083,0.17446887,0.0042311708,0.13731259,0.07188477,0.30212304,0.17157774,0.27904108,-0.13869241,0.33663082,0.15381423,0.07637833,-0.23128244,0.08790162,-0.036524024,-0.3682466,-0.30568537,0.09178685,-0.38352084,-0.100450724,0.08934609,-0.06757906,-0.04535473,0.0047954465,-0.502804,0.0021891503,0.061889905,0.16298316,0.32037842,-0.24592282,0.09578907,0.008869938,0.2584556,-0.07275816,0.2438745,-0.20065875,0.11129255,0.013181484,-0.29783452,-0.076801635,0.33669367,0.08598227,-0.04678936,0.03493085,-0.18525738,-0.13693123,0.10979939,-0.05896856,-0.071768545,0.33405417,-0.19173166,-0.065925784,0.42367738,0.030881988,0.0902064,0.060624316,0.07856272,-0.46020254,-0.10601987,0.23344249,0.12518744,0.25628313,0.30159813,0.02181537,0.005214397,0.3916819,-0.14776337,0.31326747,-0.00085709005,0.046938688,-0.16947441,-0.15212892,0.19133371,0.49820802,0.09137557,0.027227422,0.18178503,0.16323096,0.33935636,0.1865041,0.2744217,0.0152146835,0.22201854,0.049894527,-0.30119905,0.13828109,0.048429076,0.13605197,0.18972144,0.30144578,-0.15042765,-0.01664538,-0.21015759,-0.002249637,0.058690745,-0.060916055,0.067217804,-0.05384929,0.17013003,0.14916249,-0.24242783,0.041535217,0.023851167,-0.21922399,-0.41092893,-0.60960454,-0.22948441,0.30678117,0.32073122,0.097202025,0.06954731,0.3121728
you,-0.33371878,-0.29000303,-0.051755607,-0.13946499,0.34054688,-0.4186539,0.30879462,0.74838114,-0.46937838,0.1859445,-0.25066012,-0.5517756,-0.17231546,0.5749493,-0.3239506,-0.10837512,-0.24677502,0.2034374,-0.29518905,0.30535874,-0.2602921,-0.09715792,0.09901643,-0.21459794,-0.11848395,-0.2314026,-0.23483099,-0.27280256,-0.1967337,-0.19828522,0.3505953,0.34234157,0.30162114,0.5501848,-0.015575693,0.12845853,0.16594006,-0.09054345,0.23216072,-0.3875991,-0.14084797,-0.019267509,0.111154914,0.12591918,0.51755244,-0.3139189,0.7799485,-0.3854092,0.28810316,0.22483532,0.2788835,0.13248271,0.2235662,-0.2636682,0.3501048,0.13477014,0.050719567,-0.21399087,-0.23180039,-0.24092385,-0.02495414,-0.115889676,-0.0088406075,-0.17016882,-0.83806115,0.18854779,-0.1545693,0.58036005,-0.33215111,1.2647557,0.13463248,-0.25638872,0.63013035,0.39871362,0.29489914,0.41699746,0.3454339,-0.22927745,-0.7114861,-0.17316303,-0.16510803,-0.5579663,-0.7596874,0.8905031,-0.4110197,0.19841214,0.5584791,0.36668986,-0.17776795,0.4656194,0.21358883,-0.28428632,0.49917358,0.3477533,0.6316307,0.2836567,0.2886191,0.07921572,0.1868911,-0.3599328,-0.49819258,0.59235084,0.046414968,-0.38433525,-0.37561828,-0.24637522,-0.28407124,0.3101738,0.30538782,-0.18669268,-0.21438363,-0.15489972,0.20190163,-0.09171759,-0.3424084,-0.15767178,0.15998405,-0.2020532,0.2868354,0.112903185,-0.03990468,0.10524319,-0.12396445,0.036241505,-0.00017437615,-0.4237328,-0.6345053,0.053251196,0.17908211,-0.38189992,-0.24995139,-0.13624203,-0.25332224,0.25352553,-0.12077214,0.42452225,-0.0030861516,-0.1779068,-0.03922032,-0.38487703,0.059321042,-0.18441568,-0.13266575,-0.21564388,-0.4112685,-0.26106715,-0.16428125,0.06811802,-0.10146304,0.30039614,-0.034260083,-0.09297247,-0.28724474,0.18747427,0.2454742,-0.18375045,-0.17391257,-0.05387221,-0.4318944,0.031328317,0.19910944,0.15692098,0.58481044,-0.28481317,0.012458251,0.03975919,-0.077855736,-0.3557039,-0.29313836,-0.32335794,0.09501746,-0.20510136,-0.1721325,-0.3015191,-0.14900719,-0.42242733,-0.27407223,0.016247265,0.02677787,0.1406678,0.19019465,-0.13443199,-0.1765361,-0.008609418,-0.26945472,-0.21528958,-0.078477316,0.30054924,-0.31398782,-0.41254595,-0.3537912,-0.025497366,0.21853055,-0.22942543,0.0337959,0.03291359,-0.26310864,0.4552125,-0.3370231,-0.0014124765
my,0.21696146,-0.08503275,-0.3456807,0.4710314,0.24218406,0.11951126,0.26710314,0.64869064,-0.36072195,-0.18042375,-0.15854985,-0.5720302,0.6440397,0.3945782,0.0050436636,0.1965281,0.081541315,0.39391217,0.029871164,0.12157268,0.3788793,-0.07541138,0.47823972,-0.25885415,-0.07872235,-0.34152484,-0.24882098,0.11857325,-0.0817243,0.10107431,0.22846414,-0.10608436,0.07957812,0.18066011,-0.046232928,0.15606493,-0.10538214,0.21405986,0.21013121,-0.19222677,0.47201297,0.20893222,-0.15367588,0.37049863,-0.25252718,-0.27891836,0.41575226,0.0040122075,0.4992799,-0.45734537,-0.13970321,0.027498757,0.20586641,-0.15472682,-0.013063728,0.17190032,0.14741684,0.08257475,0.57329214,-0.19651093,0.45555863,0.17459199,0.27674368,-0.21976793,-0.5920178,0.31954542,0.17177117,0.15621448,-0.4007298,0.7623477,0.51414216,-0.22363476,0.18184918,-0.15249328,0.11415405,0.10512319,0.15722786,0.321881,-0.6118616,0.05467623,-0.13211854,-0.025063038,-0.051138032,0.5696836,0.19143812,-0.06494891,0.32379648,0.12269998,-0.059421252,0.10574426,0.516533,-0.08202155,0.41729778,0.09496597,0.2294237,-0.028529022,0.0306202,0.034377318,0.30188286,-0.037871417,0.010292921,0.4720244,0.0058846045,0.022756087,-0.26258555,-0.08203775,0.53544575,-0.14065875,0.58274174,-0.34548283,0.39669713,-0.47721782,0.25962228,0.15713911,0.008436783,-0.16289133,0.5396207,-0.44924834,0.016757518,0.2626217,-0.28067675,0.13294303,0.04461386,0.22632976,-0.44497976,-0.42307213,-0.76691955,0.06527999,-0.13251717,0.290594,0.1625883,-0.541131,-0.2049762,-0.53365755,-0.089601874,0.22482339,0.038757976,-0.12676951,-0.14481002,-0.07020413,-0.2747661,0.09930301,-0.24206667,0.18274477,-0.34188673,0.3323284,-0.19222122,0.34544435,0.085754715,0.51823235,-0.15294081,-0.36370164,-0.09896964,-0.33982322,0.28100544,0.5307435,0.44192398,0.5940553,0.06703775,0.05848593,-0.49309513,-0.08737129,0.34130123,-0.09223237,-0.331351,0.46013513,-0.64461285,0.10548517,-0.47862232,-0.38008803,-0.10476344,0.64264494,0.47322115,-0.28032398,-0.7062206,-0.5978018,-0.41842994,0.10885074,-0.2736528,-0.27030298,-0.6972328,0.14101286,0.47662038,0.47999075,0.62159735,-0.40643346,-0.16481718,-0.0721592,0.52375865,-0.19799027,0.13970621,-0.086178124,-0.56392366,-0.34913522,-0.09274475,0.39023522,0.38718987,0.39932778,-0.6287177,-0.15296431
with,0.13905038,0.25394794,-0.1731442,0.16137324,-0.11386947,0.18473102,0.098726325,-0.33535117,0.029672371,0.022035223,0.03510235,0.052250013,-0.10297906,-0.045532685,-0.024667684,-0.017824313,0.29777685,-0.108681284,0.15368076,-0.1901401,0.19668661,-0.0077295178,0.1467257,0.2936493,0.018296843,0.049562924,0.008708953,-0.16889024,-0.060093142,-0.054626293,-0.08040344,0.056915868,-0.0061113075,-0.3881637,0.18960543,-0.18272904,0.11843619,0.026815567,0.057596274,0.21304242,0.00172949,-0.05323442,0.29648212,-0.06875151,0.083346814,0.013661981,-0.44090974,-0.0055763163,-0.059399385,-0.014301184,-0.23758097,0.068125084,-0.27822214,0.040804457,0.015286728,-0.33847922,0.1352589,-0.23128091,0.01875767,-0.33357236,-0.01360421,0.09390274,0.09990894,0.026906293,-0.09981762,0.12256153,0.0014320156,0.15036224,0.0075149103,-0.07072075,-0.021356376,0.09082618,0.25984204,0.114954196,0.23021491,-0.22705996,0.3115839,0.21767335,-0.19059333,-0.20481798,-0.18419634,-0.08057753,0.078848936,-0.03945219,-0.17336155,-0.32533094,0.15785381,-0.0034553185,-0.20007916,0.015617922,-0.13032386,0.058253378,0.21313246,0.19864666,0.26043704,0.16933565,0.090362065,-0.010743005,0.06545669,-0.12635992,-0.20777306,0.13589074,0.17222711,0.074859895,-0.15471359,-0.3538902,0.055020653,0.07470163,-0.11101095,-0.34309447,0.14161325,-0.14204061,0.16953337,0.06786924,0.14593038,-0.18372811,0.12793624,-0.31216145,-0.07032754,-0.30785286,-0.28090376,0.25885934,0.15826008,-0.1107233,-0.2297549,0.44984585,0.012951137,0.036764275,-0.06646956,0.40298352,-0.16530691,-0.02049381,-0.0759388,-0.17225516,-0.34005937,0.5386825,0.22079942,-0.3907754,-0.1578506,-0.19914113,0.16720732,-0.25419766,0.09112962,0.12086202,0.32553488,0.22094691,-0.35430065,-0.03851503,0.19012594,-0.3678651,-0.04129006,0.2499723,0.045751847,0.0018709544,-0.32566473,0.026255999,0.29861176,-0.009116392,0.3620493,0.0298349,0.3414752,-0.16192265,-0.02352286,0.19442645,0.04372791,0.030474238,-0.37750322,0.20999461,-0.25951022,-0.06476837,-0.10271208,0.15398937,0.03424265,0.1856249,-0.0869437,0.32748765,-0.23655374,0.013436749,-0.16749778,0.060968924,-0.113325685,-0.09616723,-0.036302812,0.22370622,0.13127133,0.10774497,-0.008819432,-0.09006727,0.34434336,0.24812128,0.2854194,0.15508759,-0.113166735,0.07344124,0.17721435,0.14581768,0.008978945,0.03600249,0.15956151,-0.27360234
for,-0.048262898,0.022578133,-0.1523913,-0.058407802,0.018890314,0.13613375,-0.032293517,0.20215245,0.20576242,0.13072884,-0.2810789,-0.19027144,-0.116797104,-0.12593938,-0.033412527,-0.054567643,0.0061594164,-0.008929601,0.23148882,-0.19734369,0.24565046,-0.25974828,-0.03620542,0.1542475,-0.27448896,0.10212476,0.070935376,-0.22661631,-0.22536659,-0.09041362,0.13510644,0.19206895,0.067501515,-0.21581602,0.19789134,0.028053293,0.03721692,0.0061075375,-0.099567704,0.22184066,0.06754866,-0.18762755,0.11738085,0.1461315,0.13934255,0.1034557,-0.038850315,-0.121979944,-0.049765155,0.14839968,-0.12068369,0.21913785,-0.08721651,-0.021037485,0.030622547,-0.13336204,-0.054496653,-0.42465353,-0.008549631,-0.26789516,-0.060469195,0.15720464,0.03550134,-0.11420364,-0.15150574,-0.020092316,-0.0038378146,0.14716002,-0.15376227,0.21841303,-0.10006116,0.23009299,0.22775103,0.08889033,0.3121476,-0.14274386,0.15626638,0.1126085,-0.11989084,-0.29846835,-0.24922654,-0.16428296,-0.07601582,0.017392725,-0.15047063,-0.06919929,0.34897542,0.13873355,-0.030695103,-0.039699778,-0.021435339,0.06908768,0.13394615,0.17740451,0.27616084,0.25417262,0.11601512,0.06310484,-0.116769105,-0.07403864,-0.29391325,0.010102799,0.19664836,-0.11448522,-0.21655251,-0.3939584,-0.032580398,0.15388419,0.018361686,-0.11090417,-0.019751584,-0.4653206,0.05458932,0.11780972,-0.04080894,-0.15714704,0.05358196,-0.2204468,0.16916126,-0.19587749,-0.06408387,0.26259696,0.029604385,-0.12895879,-0.14405434,0.34047535,-0.0024736738,-0.097437136,0.032273434,0.09185363,-0.08162907,0.059006065,-0.04063659,-0.008865447,-0.15902849,0.46710107,0.24900119,-0.008322091,-0.0920515,-0.23684298,-0.025199834,-0.14194004,0.10011405,-0.046753615,-0.008792801,0.050297495,-0.2550449,0.18306595,0.050836645,-0.377125,0.06459787,0.28848937,0.36973485,-0.01979845,-0.18517277,-0.09974318,0.018199757,-0.14401068,0.0045255017,0.015643839,0.18518932,-0.06435997,0.15339693,0.09051991,0.015206811,-0.1151312,-0.28389996,0.13671188,-0.08411091,-0.11464435,-0.1484809,0.10615987,0.062164348,0.036847435,0.033486154,0.37196165,-0.24553752,-0.0070679164,-0.29227507,0.13013566,0.26741546,-0.116278715,-0.07887589,-0.022772342,0.08608299,-0.08777849,-0.07965705,0.06825985,0.27016327,0.37762344,0.21168548,0.20070177,-0.099218234,-0.10340142,0.12473467,0.07997272,-0.096018754,0.022588292,0.14041866,-0.18704244
as,0.109698094,-0.22070429,-0.0078727715,-0.05944474,0.36639386,-0.1689935,-0.26498574,0.011076871,0.33864108,-0.09259842,0.089931354,-0.012113226,-0.20277698,-0.033699796,0.26506087,-0.06300989,-0.19238098,-0.2291521,0.30867314,-0.23131256,0.17288542,0.020352064,-0.018572137,0.4778851,-0.0024496054,0.27465954,0.11633122,0.24431053,0.091991,0.07031322,0.06291593,-0.13601449,0.3652421,-0.43068087,0.22178155,-0.19924757,-0.0026691589,-0.3947257,0.025754564,-0.041409407,0.07429538,-0.32852107,-0.15001482,-0.15846623,0.11347602,-0.25695574,0.121006005,-0.18267922,-0.19673152,0.153998,-0.17125486,-0.2663625,-0.0024609899,0.13530785,0.35205808,0.084432386,-0.076232165,-0.262492,-0.06780843,0.20623274,-0.55833507,-0.02184877,0.29652262,0.08700563,-0.14429878,0.055822473,0.16533679,0.25504303,-0.066649824,0.44449514,-0.22871603,0.10743554,0.1913701,-0.14717792,-0.07661751,-0.022471093,0.08181663,0.044007547,-0.2117305,-0.30195165,-0.16116741,-0.09204382,-0.36731264,0.2493416,0.085916005,0.1472158,0.29942107,0.07320435,0.5066475,0.42430118,-0.092628285,-0.09653959,0.536979,0.11866117,0.13816111,0.28246748,0.07893552,0.26461715,0.20381965,-0.24318124,-0.052787364,0.13430904,0.022606483,-0.18786654,-0.31842,-0.4197617,-0.059453353,0.25721586,-0.20001325,-0.3691164,-0.22213593,0.09831585,-0.27115393,0.27550045,0.033521425,0.09745308,0.15533745,-0.4859198,-0.0050606765,-0.18465598,-0.06717614,-0.33905515,-0.06979825,-0.28331807,0.4486627,0.0035922132,0.21389015,-0.09226856,0.027442884,0.38017392,-0.15160877,0.17930605,-0.16743904,-0.34346047,0.04582829,0.29128093,-0.3850681,-0.0032786701,0.08664435,-0.30596745,0.2723048,-0.31312332,0.24945365,-0.067472994,0.39015654,-0.12672737,-0.05989102,0.069669634,-0.12585746,-0.1529338,0.05203266,0.72524124,-0.08809433,0.24077247,0.020171372,0.04780599,-0.25311738,-0.18920761,-0.025835952,-0.21331298,0.3807594,0.15730119,-0.38373047,0.3885253,0.09918773,0.37120456,0.36512408,0.050553802,0.4402395,0.16184345,0.3423397,-0.010604793,-0.017904934,0.31294975,0.082811914,0.27960834,0.048224587,-0.055857968,0.37692434,-0.012068761,0.34074306,-0.011591652,0.36557817,-0.17053649,0.08590734,0.3073307,0.5899016,-0.044764552,0.36557576,0.5123893,0.13321465,-0.36518896,-0.32521644,-0.3933594,-0.45038477,0.017763732,0.16544926,-0.47683635,0.38755366,0.1820075
her,-0.0739272,-0.37631726,-0.17480019,0.17963102,0.16625647,-0.106658,-0.06380746,-0.0027498887,-0.045514576,-0.11598761,0.13345766,0.0372876,0.42623484,0.042039145,-0.07057589,0.046584245,0.08502616,0.008129603,0.510727,0.7213179,0.31390837,0.25675148,0.086611174,-0.31831157,0.106775016,-0.11442146,-0.19570416,0.2314741,-0.088409476,-0.33297932,0.3338779,0.0025595878,-0.15920685,-0.049917053,-0.09062699,0.214204,-0.6104136,0.23923351,0.38513738,0.0016390003,-0.011299619,0.14483535,-0.27413613,-0.24085595,-0.48085406,-0.3105193,-0.011885435,-0.0328348,0.0076252962,-0.07569804,-0.040126972,-0.37073335,0.062120017,-0.04607566,0.53134,0.5225068,0.13672835,0.12434652,0.459927,-0.42375425,0.23019741,-0.11897679,0.24268925,0.033695865,-0.31100163,0.18755625,0.107814245,-0.092685975,-0.0041977046,0.25820336,0.39045525,-0.02743502,0.064069115,0.13582647,-0.021349197,0.10384777,-0.19927396,0.13257587,-0.32273605,0.19261622,-0.24540551,0.32937846,-0.47176668,0.371687,0.30368128,-0.1895314,0.19888861,0.20199716,0.18177284,0.31833065,0.11387397,-0.057113685,0.5454875,-0.062179375,-0.13881807,0.29979447,-0.1879897,-0.020608032,0.30091965,-0.11688026,0.07762279,0.1822197,0.022763584,-0.0007566712,-0.41391054,-0.23272431,0.01448358,0.023102442,0.13894229,-0.5056757,0.59640723,-0.007923621,0.27760392,0.19398881,0.12941074,-0.05528777,0.37650523,-0.62281394,-0.05936956,0.030604437,0.120806046,-0.26903963,0.24670677,-0.30963328,-0.20953062,-0.29969352,-0.37428635,0.06623614,0.034947477,0.18556632,-0.3250545,-0.11757924,0.040557384,-0.24389395,-0.057631392,0.05384468,-0.12794273,-0.22538817,-0.2916522,-0.16225609,0.23473418,0.23690456,-0.18741453,0.22256957,0.30048236,-0.11108755,-0.31556502,-0.037494324,0.25915983,0.5018472,0.18690792,0.21168989,-0.40004423,-0.16714305,-0.32535663,0.42417812,0.6862494,0.6446154,0.16679405,-0.28881755,0.07176095,0.061980642,0.05625489,-0.19892752,-0.35246247,0.65129954,0.12067846,0.061162017,-0.3998032,-0.338948,-0.17476083,0.33831796,0.2511357,-0.07476533,-0.25768632,0.06393307,-0.27923378,0.10189013,-0.4768785,0.04785599,-0.72231364,0.41659024,0.47356337,0.48252794,0.61679626,-0.041524395,0.086324066,0.17379759,0.4901267,-0.08862788,0.26056033,-0.079584695,-0.40627164,-0.15879244,-0.4062318,0.6469224,0.13399696,0.30228996,-0.096605636,0.021479078
is,-0.13062929,0.019207746,-0.314485,0.3463796,0.12157458,0.06922124,-0.011111583,0.62595356,0.29773468,0.1806442,0.17697924,-0.66722244,0.14960961,0.26187748,-0.1343282,-0.042715568,-0.26191497,0.13848086,-0.448572,-0.5868848,-0.27481762,-0.4722409,-0.19703388,0.13420062,-0.38706434,-0.13725416,0.19381736,-0.4079338,-0.8056684,-0.14843598,0.14552762,-0.28516677,0.6831308,-0.059303496,-0.15484731,0.28859627,0.7281253,0.45880905,-0.23541227,0.0960221,0.1278556,0.2619725,0.1987528,-0.28622958,0.44920948,-0.23258978,0.2789082,0.4864676,0.4656149,0.33148646,0.102773055,0.20003025,-0.40182725,0.096708745,-0.22450747,-0.22955541,0.057578217,0.21051593,0.005069069,-0.14543873,-0.03233255,0.33244857,-0.25893044,-0.4054484,0.14222229,-0.0015021384,-0.118430175,0.23638442,-0.07376255,-0.06252614,0.20792653,0.28387952,0.06302314,0.41665843,0.65991074,-0.18792398,-0.06642647,-0.23517898,0.2951223,0.018670846,-0.17701128,-0.34827593,-0.1809795,-0.4685635,0.13078773,-0.015782164,-0.12757163,0.24638085,-0.09565742,0.15963092,-0.42819023,0.824668,0.82161397,1.134277,0.9322987,0.26292613,0.21554385,0.27138484,-0.43636706,-0.18887448,-0.09646103,0.43293014,0.35083655,0.2592798,-0.089012645,0.029380988,0.27124664,0.13570109,-0.23825635,0.24015154,-0.15400401,-0.6167734,0.6283303,-0.30082706,-0.22334139,-0.22637615,0.27942595,-0.31537616,0.09775908,-0.09068612,-0.45424506,0.38169277,0.013005127,-0.21736877,0.033081897,0.43482772,-0.10847383,0.0069757276,-0.11058709,-0.21293537,0.23683783,-0.1710738,0.7707489,-0.71598023,-0.1441311,-0.18840802,-0.15251382,-0.24178807,-0.42915812,-0.32426438,-0.24137214,0.08466025,0.054426406,-0.06364358,-0.33442256,-0.18885183,-0.09376328,0.069790475,-0.2952928,0.07922299,0.33990142,-0.16177483,0.17834371,0.029427426,-0.43495414,-0.24332255,-0.62051797,0.10613157,-0.21413216,0.005611201,0.2087854,0.2616196,-0.05179023,0.5079421,-0.12809595,0.0954039,-0.26124448,0.2079335,-0.35152182,-0.009358031,-0.17120059,0.13114747,0.18095815,-0.3521102,0.3799771,-0.3400278,-0.3786708,0.56076664,0.06289218,0.50194895,0.0993241,0.009155194,-0.6568671,0.005781564,0.15498188,0.15930948,0.50181246,0.2032069,0.47192755,0.06767129,0.63782054,-0.035159834,-0.14142326,-0.44603923,-0.0519772,-0.13335302,-0.1004595,0.12942758,-0.05577584,-0.052165452
not,-0.37116155,-0.4275437,0.05082086,-0.37899265,0.35438558,-0.16546963,0.055674743,0.61855865,0.3074974,0.30511016,-0.40326887,-0.39308992,-0.49481633,0.28375992,-0.07398102,-0.49551162,-0.5805916,0.44888607,0.3898382,-0.2144697,0.5620469,-0.43974936,-0.15908876,0.19647203,-0.14506678,-0.028113678,0.17269805,-0.30012822,0.032717068,-0.19298613,1.1027954,0.18387716,0.57644695,0.16231938,0.26980144,0.24144481,0.10000783,-0.0026368983,0.12749319,-0.69825685,0.021433169,-0.2118374,-0.29669386,0.35863477,0.07208119,-0.020134177,0.62136894,-0.57705605,0.07304698,0.00057533477,0.22599776,-0.031167423,0.69967216,-0.22553606,0.3917383,0.47573888,-0.36618036,-0.19085035,-0.34639466,0.15714003,-0.21029398,-0.15034497,0.24011657,-0.21349263,-0.591519,-0.33849302,0.1412449,0.40652117,-0.28785545,0.9877189,-0.09181745,-0.038763758,0.14611624,0.31113106,-0.09106236,0.25526756,0.13505737,-0.25662613,-0.2789522,-0.09842196,-0.47697455,-0.26254252,-0.54654586,0.37740582,-0.15929456,0.19299856,0.6506889,-0.09375632,0.32264072,0.3645776,-0.013816914,-0.14503708,0.31354576,0.3210447,0.12551892,0.3818386,-0.09476989,-0.049362257,0.19429438,-0.084952675,-0.4082257,0.10552949,-0.23693712,-0.6510189,-0.4629558,-0.15386559,-0.44010678,-0.08209088,-0.33163083,-0.106672026,-0.06710153,-0.44715378,-0.5590781,-0.0044903876,-0.037481714,-0.043750588,0.51670253,-0.70091957,0.4168042,0.020100057,0.3718361,0.007147605,0.095149554,-0.13787402,0.07729447,0.08525536,-0.18278798,-0.156756,0.5044706,-0.56673056,-0.21076325,-0.012994896,-0.07614541,0.3072905,0.23390695,0.26804698,-0.07765422,0.47375396,-0.03198561,-0.29884428,0.17856672,-0.22959463,0.19975173,-0.2394547,-0.18042725,-0.30243823,-0.10485024,0.44837445,-0.091125555,0.08671297,0.020466678,0.6465622,0.30585286,0.730078,0.034033675,-0.25928748,-0.43416592,-0.31029874,-0.48858482,-0.3011696,0.12713242,0.15543066,-0.008554356,-0.07306972,0.14332777,0.110156454,0.4469731,-0.14677943,0.11084333,-0.38682395,0.06824411,-0.058637407,-0.014213574,-0.08174017,-0.06860665,0.42496216,-0.07978211,0.4515556,-0.16208972,0.1353221,0.23252599,-0.12330847,0.2826959,-0.14885068,-0.00017463193,-0.0047372384,0.05533591,0.26376387,-0.20748064,0.2903618,-0.3666889,0.06750033,-0.24600987,-0.43516028,0.0069848243,0.17773725,-0.39335075,0.094192505,-0.0027002343,0.19041495
